"","trait","h2_estimate","is_heritable","dataset","simple_name"
"760","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_S24.7",0.33,"NS","Turpin 2016","f_S24.7"
"761","p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae*",0,"NS","Turpin 2016","f_Staphylococcaceae"
"762","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae",0.1,"NS","Turpin 2016","f_Streptococcaceae"
"763","p_Proteobacteria|c_Gammaproteobacteria|o_Aeromonadales|f_Succinivibrionaceae",0.2,"NS","Turpin 2016","f_Succinivibrionaceae"
"764","p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae*",0,"NS","Turpin 2016","f_Synergistaceae"
"765","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Tissierellaceae",0.15,"NS","Turpin 2016","f_Tissierellaceae"
"766","p_Firmicutes|c_Bacilli|o_Turicibacterales|f_Turicibacteraceae",0.26,"NS","Turpin 2016","f_Turicibacteraceae"
"767","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Veillonellaceae",0.67,"heritable","Turpin 2016","f_Veillonellaceae"
"768","p_Verrucomicrobia|c_Verrucomicrobiae|o_Verrucomicrobiales|f_Verrucomicrobiaceae",0.3,"NS","Turpin 2016","f_Verrucomicrobiaceae"
"769","p_Lentisphaerae|c_.Lentisphaeria.|o_Victivallales|f_Victivallaceae",0.4,"NS","Turpin 2016","f_Victivallaceae"
"770","p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae*",0,"NS","Turpin 2016","f_Weeksellaceae"
"771","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Tissierellaceae|g_1.68",0.07,"NS","Turpin 2016","g_1.68"
"772","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Veillonellaceae|g_Acidaminococcus",0.19,"NS","Turpin 2016","g_Acidaminococcus"
"773","p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Acinetobacter*",0,"NS","Turpin 2016","g_Acinetobacter"
"774","p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Actinobacillus",0.04,"NS","Turpin 2016","g_Actinobacillus"
"775","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces",0.09,"NS","Turpin 2016","g_Actinomyces"
"776","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Adlercreutzia",0.43,"NS","Turpin 2016","g_Adlercreutzia"
"777","p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Aggregatibacter",0.25,"NS","Turpin 2016","g_Aggregatibacter"
"778","p_Verrucomicrobia|c_Verrucomicrobiae|o_Verrucomicrobiales|f_Verrucomicrobiaceae|g_Akkermansia",0.3,"NS","Turpin 2016","g_Akkermansia"
"779","p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Allobaculum*",0,"NS","Turpin 2016","g_Allobaculum"
"780","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Tissierellaceae|g_Anaerococcus",0.28,"NS","Turpin 2016","g_Anaerococcus"
"781","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Eubacteriaceae|g_Anaerofustis",0.31,"NS","Turpin 2016","g_Anaerofustis"
"782","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Anaerostipes",0.08,"NS","Turpin 2016","g_Anaerostipes"
"783","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Anaerotruncus",0.41,"NS","Turpin 2016","g_Anaerotruncus"
"784","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Atopobium*",0,"NS","Turpin 2016","g_Atopobium"
"785","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides",0.58,"heritable","Turpin 2016","g_Bacteroides"
"786","p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Bifidobacterium",0.23,"NS","Turpin 2016","g_Bifidobacterium"
"787","p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Bilophila",0.18,"NS","Turpin 2016","g_Bilophila"
"788","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Blautia",0.3,"NS","Turpin 2016","g_Blautia"
"789","p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Bulleidia",0.04,"NS","Turpin 2016","g_Bulleidia"
"790","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Butyricimonas",0.2,"NS","Turpin 2016","g_Butyricimonas"
"791","p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter*",0,"NS","Turpin 2016","g_Campylobacter"
"792","p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Catenibacterium",0.4,"NS","Turpin 2016","g_Catenibacterium"
"793","p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae|g_cc_115",0.34,"NS","Turpin 2016","g_cc_115"
"794","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Christensenellaceae|g_Christensenella",0.54,"heritable","Turpin 2016","g_Christensenella"
"795","p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium*",0,"NS","Turpin 2016","g_Chryseobacterium"
"796","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_Clostridium",0.2,"NS","Turpin 2016","g_Clostridium"
"797","p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Clostridium",0.18,"NS","Turpin 2016","g_Clostridium"
"798","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Collinsella",0.29,"NS","Turpin 2016","g_Collinsella"
"799","p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Comamonas",0.63,"heritable","Turpin 2016","g_Comamonas"
"800","p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Coprobacillus*",0,"NS","Turpin 2016","g_Coprobacillus"
"801","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Coprococcus",0.04,"NS","Turpin 2016","g_Coprococcus"
"802","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Corynebacteriaceae|g_Corynebacterium",0.09,"NS","Turpin 2016","g_Corynebacterium"
"803","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Dehalobacteriaceae|g_Dehalobacterium",0.54,"heritable","Turpin 2016","g_Dehalobacterium"
"804","p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Desulfovibrio",0.46,"NS","Turpin 2016","g_Desulfovibrio"
"805","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Veillonellaceae|g_Dialister",0.25,"NS","Turpin 2016","g_Dialister"
"806","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Dorea",0.44,"NS","Turpin 2016","g_Dorea"
"807","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Eggerthella*",0,"NS","Turpin 2016","g_Eggerthella"
"808","p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Enhydrobacter",0.08,"NS","Turpin 2016","g_Enhydrobacter"
"809","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus*",0,"NS","Turpin 2016","g_Enterococcus"
"810","p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Eubacterium*",0,"NS","Turpin 2016","g_Eubacterium"
"811","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Faecalibacterium",0.26,"NS","Turpin 2016","g_Faecalibacterium"
"812","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Tissierellaceae|g_Finegoldia",0.24,"NS","Turpin 2016","g_Finegoldia"
"813","p_Fusobacteria|c_Fusobacteriia|o_Fusobacteriales|f_Fusobacteriaceae|g_Fusobacterium",0.19,"NS","Turpin 2016","g_Fusobacterium"
"814","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Carnobacteriaceae|g_Granulicatella*",0,"NS","Turpin 2016","g_Granulicatella"
"815","p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Haemophilus",0.2,"NS","Turpin 2016","g_Haemophilus"
"816","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnobacterium*",0,"NS","Turpin 2016","g_Lachnobacterium"
"817","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Lachnospira",0.05,"NS","Turpin 2016","g_Lachnospira"
"818","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Lactobacillus",0.26,"NS","Turpin 2016","g_Lactobacillus"
"819","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Lactococcus",0.47,"NS","Turpin 2016","g_Lactococcus"
"820","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Leuconostocaceae|g_Leuconostoc",0.01,"NS","Turpin 2016","g_Leuconostoc"
"821","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Veillonellaceae|g_Megamonas",0.39,"NS","Turpin 2016","g_Megamonas"
"822","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Veillonellaceae|g_Megasphaera",0.12,"NS","Turpin 2016","g_Megasphaera"
"823","p_Euryarchaeota|c_Methanobacteria|o_Methanobacteriales|f_Methanobacteriaceae|g_Methanobrevibacter",0.66,"heritable","Turpin 2016","g_Methanobrevibacter"
"824","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Mobiluncus",0.02,"NS","Turpin 2016","g_Mobiluncus"
"825","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Mogibacteriaceae|g_Mogibacterium",0.06,"NS","Turpin 2016","g_Mogibacterium"
"826","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Odoribacteraceae|g_Odoribacter",0.42,"NS","Turpin 2016","g_Odoribacter"
"827","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Oribacterium",0.05,"NS","Turpin 2016","g_Oribacterium"
"828","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Oscillospira*",0,"NS","Turpin 2016","g_Oscillospira"
"829","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Parabacteroides",0.57,"heritable","Turpin 2016","g_Parabacteroides"
"830","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Paraprevotellaceae|g_Paraprevotella",0.35,"NS","Turpin 2016","g_Paraprevotella"
"831","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Tissierellaceae|g_Parvimonas",0.11,"NS","Turpin 2016","g_Parvimonas"
"832","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Veillonellaceae|g_Pectinatus",0.45,"NS","Turpin 2016","g_Pectinatus"
"833","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptococcaceae|g_Peptococcus",0.04,"NS","Turpin 2016","g_Peptococcus"
"834","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Tissierellaceae|g_Peptoniphilus",0.25,"NS","Turpin 2016","g_Peptoniphilus"
"835","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptostreptococcaceae|g_Peptostreptococcus*",0,"NS","Turpin 2016","g_Peptostreptococcus"
"836","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Tissierellaceae|g_ph2",0,"NS","Turpin 2016","g_ph2"
"837","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Veillonellaceae|g_Phascolarctobacterium",0.64,"heritable","Turpin 2016","g_Phascolarctobacterium"
"838","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Porphyromonadaceae|g_Porphyromonas",0.11,"NS","Turpin 2016","g_Porphyromonas"
"839","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella",0.37,"NS","Turpin 2016","g_Prevotella"
"840","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Pseudobutyrivibrio",0.28,"NS","Turpin 2016","g_Pseudobutyrivibrio"
"841","p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas*",0,"NS","Turpin 2016","g_Pseudomonas"
"842","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Eubacteriaceae|g_Pseudoramibacter_Eubacterium",0.22,"NS","Turpin 2016","g_Pseudoramibacter_Eubacterium"
"843","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Peptococcaceae|g_rc4.4",0.26,"NS","Turpin 2016","g_rc4.4"
"844","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_Roseburia",0.15,"NS","Turpin 2016","g_Roseburia"
"845","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Micrococcaceae|g_Rothia",0.21,"NS","Turpin 2016","g_Rothia"
"846","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Lachnospiraceae|g_.Ruminococcus.",0.37,"NS","Turpin 2016","g_Ruminococcus"
"847","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Ruminococcaceae|g_Ruminococcus",0.48,"NS","Turpin 2016","g_Ruminococcus"
"848","p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales|f_Bifidobacteriaceae|g_Scardovia",0.27,"NS","Turpin 2016","g_Scardovia"
"849","p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacteriales|f_Enterobacteriaceae|g_Serratia*",0,"NS","Turpin 2016","g_Serratia"
"850","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales|f_Coriobacteriaceae|g_Slackia",0.4,"NS","Turpin 2016","g_Slackia"
"851","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Clostridiaceae|g_SMB53",0.23,"NS","Turpin 2016","g_SMB53"
"852","p_Firmicutes|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus*",0,"NS","Turpin 2016","g_Staphylococcus"
"853","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus",0.09,"NS","Turpin 2016","g_Streptococcus"
"854","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Veillonellaceae|g_Succiniclasticum",0.47,"NS","Turpin 2016","g_Succiniclasticum"
"855","p_Proteobacteria|c_Gammaproteobacteria|o_Aeromonadales|f_Succinivibrionaceae|g_Succinivibrio",0.2,"NS","Turpin 2016","g_Succinivibrio"
"856","p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Alcaligenaceae|g_Sutterella",0.4,"NS","Turpin 2016","g_Sutterella"
"857","p_Firmicutes|c_Bacilli|o_Turicibacterales|f_Turicibacteraceae|g_Turicibacter",0.26,"NS","Turpin 2016","g_Turicibacter"
"858","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Varibaculum",0.29,"NS","Turpin 2016","g_Varibaculum"
"859","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Veillonellaceae|g_Veillonella",0.03,"NS","Turpin 2016","g_Veillonella"
"860","p_Firmicutes|c_Clostridia|o_Clostridiales|f_Tissierellaceae|g_WAL_1855D",0.05,"NS","Turpin 2016","g_WAL_1855D"
"861","p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Leuconostocaceae|g_Weissella",0.1,"NS","Turpin 2016","g_Weissella"
"862","p_Actinobacteria|c_Actinobacteria|o_Actinomycetales",0.08,"NS","Turpin 2016","o_Actinomycetales"
"863","p_Proteobacteria|c_Gammaproteobacteria|o_Aeromonadales",0.2,"NS","Turpin 2016","o_Aeromonadales"
"864","p_Firmicutes|c_Bacilli|o_Bacillales*",0,"NS","Turpin 2016","o_Bacillales"
"865","p_Bacteroidetes|c_Bacteroidia|o_Bacteroidales",0.33,"NS","Turpin 2016","o_Bacteroidales"
"866","p_Actinobacteria|c_Actinobacteria|o_Bifidobacteriales",0.23,"NS","Turpin 2016","o_Bifidobacteriales"
"867","p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales",0.41,"NS","Turpin 2016","o_Burkholderiales"
"868","p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales*",0,"NS","Turpin 2016","o_Campylobacterales"
"869","p_Firmicutes|c_Clostridia|o_Clostridiales",0.22,"NS","Turpin 2016","o_Clostridiales"
"870","p_Actinobacteria|c_Coriobacteriia|o_Coriobacteriales",0.24,"NS","Turpin 2016","o_Coriobacteriales"
"871","p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales",0.32,"NS","Turpin 2016","o_Desulfovibrionales"
"872","p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacteriales*",0,"NS","Turpin 2016","o_Enterobacteriales"
"873","p_Firmicutes|c_Erysipelotrichi|o_Erysipelotrichales",0.49,"NS","Turpin 2016","o_Erysipelotrichales"
"874","p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales*",0,"NS","Turpin 2016","o_Flavobacteriales"
"875","p_Fusobacteria|c_Fusobacteriia|o_Fusobacteriales",0.19,"NS","Turpin 2016","o_Fusobacteriales"
"876","p_Firmicutes|c_Bacilli|o_Gemellales*",0,"NS","Turpin 2016","o_Gemellales"
"877","p_Firmicutes|c_Bacilli|o_Lactobacillales",0.1,"NS","Turpin 2016","o_Lactobacillales"
"878","p_Euryarchaeota|c_Methanobacteria|o_Methanobacteriales",0.66,"heritable","Turpin 2016","o_Methanobacteriales"
"879","p_Tenericutes|c_RF3|o_ML615J.28*",0,"NS","Turpin 2016","o_ML615J.28"
"880","p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales",0.23,"NS","Turpin 2016","o_Pasteurellales"
"881","p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales*",0,"NS","Turpin 2016","o_Pseudomonadales"
"882","p_Proteobacteria|c_Alphaproteobacteria|o_RF32*",0,"NS","Turpin 2016","o_RF32"
"883","p_Tenericutes|c_Mollicutes|o_RF39",0.18,"NS","Turpin 2016","o_RF39"
"884","p_Proteobacteria|c_Betaproteobacteria|o_Rhodocyclales*",0,"NS","Turpin 2016","o_Rhodocyclales"
"885","p_Firmicutes|c_Clostridia|o_SHA.98",0.27,"NS","Turpin 2016","o_SHA.98"
"886","p_Synergistetes|c_Synergistia|o_Synergistales*",0,"NS","Turpin 2016","o_Synergistales"
"887","p_Firmicutes|c_Bacilli|o_Turicibacterales",0.26,"NS","Turpin 2016","o_Turicibacterales"
"888","p_Verrucomicrobia|c_Verrucomicrobiae|o_Verrucomicrobiales",0.3,"NS","Turpin 2016","o_Verrucomicrobiales"
"889","p_Lentisphaerae|c_.Lentisphaeria.|o_Victivallales",0.4,"NS","Turpin 2016","o_Victivallales"
"890","p_Cyanobacteria|c_4C0d.2|o_YS2",0.32,"NS","Turpin 2016","o_YS2"
"891","p_Actinobacteria",0.28,"NS","Turpin 2016","p_Actinobacteria"
"892","p_Bacteroidetes",0.33,"NS","Turpin 2016","p_Bacteroidetes"
"893","p_Cyanobacteria",0.32,"NS","Turpin 2016","p_Cyanobacteria"
"894","p_Euryarchaeota",0.66,"heritable","Turpin 2016","p_Euryarchaeota"
"895","p_Firmicutes",0.18,"NS","Turpin 2016","p_Firmicutes"
"896","p_Fusobacteria",0.19,"NS","Turpin 2016","p_Fusobacteria"
"897","p_Lentisphaerae",0.4,"NS","Turpin 2016","p_Lentisphaerae"
"898","p_Proteobacteria",0.16,"NS","Turpin 2016","p_Proteobacteria"
"899","p_Synergistetes*",0,"NS","Turpin 2016","p_Synergistetes"
"900","p_Tenericutes",0.06,"NS","Turpin 2016","p_Tenericutes"
"901","p_TM7",0.01,"NS","Turpin 2016","p_TM7"
"902","p_Verrucomicrobia",0.3,"NS","Turpin 2016","p_Verrucomicrobia"
