"","trait","h2_estimate","is_heritable","dataset"
"53","genus_Faecalibacterium",0.0291872,"NS","Davenport_2014"
"54","genus_Finegoldia",9.43e-06,"NS","Davenport_2014"
"55","genus_Fusobacterium",0.1368,"NS","Davenport_2014"
"56","genus_Gemella",9.43e-06,"NS","Davenport_2014"
"57","genus_Gordonibacter",9.43e-06,"NS","Davenport_2014"
"58","genus_Holdemania",0.196166,"NS","Davenport_2014"
"59","genus_Howardella",9.43e-06,"NS","Davenport_2014"
"60","genus_Lachnobacterium",0.240488,"heritable","Davenport_2014"
"61","genus_Lactobacillus",0.186411,"NS","Davenport_2014"
"62","genus_Lactococcus",0.0382179,"NS","Davenport_2014"
"63","genus_Leuconostoc",0.103165,"NS","Davenport_2014"
"64","genus_Megamonas",9.43e-06,"NS","Davenport_2014"
"65","genus_Megasphaera",9.43e-06,"NS","Davenport_2014"
"66","genus_Mitsuokella",0.0272613,"NS","Davenport_2014"
"67","genus_Mogibacterium",9.43e-06,"NS","Davenport_2014"
"68","genus_Odoribacter",9.43e-06,"NS","Davenport_2014"
"69","genus_Olsenella",9.43e-06,"NS","Davenport_2014"
"70","genus_Oribacterium",9.43e-06,"NS","Davenport_2014"
"71","genus_Oscillibacter",9.43e-06,"NS","Davenport_2014"
"72","genus_Parabacteroides",9.43e-06,"NS","Davenport_2014"
"73","genus_Paraprevotella",9.43e-06,"NS","Davenport_2014"
"74","genus_Parasutterella",9.43e-06,"NS","Davenport_2014"
"75","genus_Parvimonas",9.43e-06,"NS","Davenport_2014"
"76","genus_Peptoniphilus",9.43e-06,"NS","Davenport_2014"
"77","genus_Peptostreptococcus",9.43e-06,"NS","Davenport_2014"
"78","genus_Phascolarctobacterium",0.0612087,"NS","Davenport_2014"
"79","genus_Prevotella",0.102977,"NS","Davenport_2014"
"80","genus_Pseudomonas",0.117684,"NS","Davenport_2014"
"81","genus_Roseburia",9.43e-06,"NS","Davenport_2014"
"82","genus_Rothia",0.0258924,"NS","Davenport_2014"
"83","genus_Ruminococcus",0.128178,"NS","Davenport_2014"
"84","genus_Scardovia",9.43e-06,"NS","Davenport_2014"
"85","genus_Slackia",0.0683098,"NS","Davenport_2014"
"86","genus_Solobacterium",9.43e-06,"NS","Davenport_2014"
"87","genus_Sporacetigenium",0.107236,"NS","Davenport_2014"
"88","genus_Staphylococcus",9.43e-06,"NS","Davenport_2014"
"89","genus_Streptococcus",0.144648,"NS","Davenport_2014"
"90","genus_Subdoligranulum",9.43e-06,"NS","Davenport_2014"
"91","genus_Turicibacter",0.131351,"NS","Davenport_2014"
"92","genus_Veillonella",0.191737,"heritable","Davenport_2014"
"93","H",0.341,"NS","Davenport_2014"
"94","J",0.581,"heritable","Davenport_2014"
"95","order_Bacteroidales",9.43e-06,"NS","Davenport_2014"
"96","order_Burkholderiales",0.258257,"NS","Davenport_2014"
"97","order_Clostridiales",9.43e-06,"NS","Davenport_2014"
"98","order_Desulfovibrionales",0.0217917,"NS","Davenport_2014"
"99","order_Rhizobiales",9.43e-06,"NS","Davenport_2014"
"100","order_Selenomonadales",0.220216,"heritable","Davenport_2014"
"101","order_Sphingobacteriales",9.43e-06,"NS","Davenport_2014"
"102","phylum_Firmicutes",9.43e-06,"NS","Davenport_2014"
"103","phylum_Proteobacteria",9.43e-06,"NS","Davenport_2014"
"104","phylum_TM7",9.43e-06,"NS","Davenport_2014"
"105","S",9.43e-06,"NS","Davenport_2014"
"106","100198",1.59e-14,"NS","Goodrich_2014_Yatsunenko"
"107","100567",0.08433307,"NS","Goodrich_2014_Yatsunenko"
"108","1010876",0.382450449,"NS","Goodrich_2014_Yatsunenko"
"109","101237",0.474813845,"NS","Goodrich_2014_Yatsunenko"
"110","1013316",1.75e-13,"NS","Goodrich_2014_Yatsunenko"
"111","1020625",1.89e-13,"NS","Goodrich_2014_Yatsunenko"
"112","1021043",1.7e-12,"NS","Goodrich_2014_Yatsunenko"
"113","102407",9.17e-26,"NS","Goodrich_2014_Yatsunenko"
"114","104558",0.077803743,"NS","Goodrich_2014_Yatsunenko"
"115","105028",2.98e-14,"NS","Goodrich_2014_Yatsunenko"
"116","105287",0.136557652,"NS","Goodrich_2014_TwinsUK"
"117","105287",1.28e-13,"NS","Goodrich_2014_Yatsunenko"
"118","105411",1.14e-12,"NS","Goodrich_2014_Yatsunenko"
"119","105976",0.014481968,"NS","Goodrich_2014_Yatsunenko"
"120","1061772",0.26239415,"heritable","Goodrich_2014_Yatsunenko"
"121","106860",0.094738151,"NS","Goodrich_2014_Yatsunenko"
"122","106928",1.71e-10,"NS","Goodrich_2014_Yatsunenko"
"123","107044",0.01302947,"NS","Goodrich_2014_TwinsUK"
"124","107044",0.285754609,"NS","Goodrich_2014_Yatsunenko"
"125","107098",0.495496113,"NS","Goodrich_2014_Yatsunenko"
"126","1076818",3.64e-12,"NS","Goodrich_2014_Yatsunenko"
"127","1077373",9.08e-13,"NS","Goodrich_2014_Yatsunenko"
"128","1082539",0,"NS","Goodrich_2014_Yatsunenko"
"129","1082607",0.063826139,"NS","Goodrich_2014_Yatsunenko"
"130","109593",6.19e-14,"NS","Goodrich_2014_Yatsunenko"
"131","1096610",0.312098066,"NS","Goodrich_2014_Yatsunenko"
"132","110046",0.022220052,"NS","Goodrich_2014_Yatsunenko"
"133","1100471",5.69e-14,"NS","Goodrich_2014_Yatsunenko"
"134","1100972",0.215560716,"NS","Goodrich_2014_Yatsunenko"
"135","110144",0,"NS","Goodrich_2014_Yatsunenko"
"136","110192",0.106651589,"heritable","Goodrich_2014_TwinsUK"
"137","110192",0.343255212,"NS","Goodrich_2014_Yatsunenko"
"138","1102370",0.292781968,"NS","Goodrich_2014_TwinsUK"
"139","1102370",0.018180338,"NS","Goodrich_2014_Yatsunenko"
"140","110457",0.107359055,"NS","Goodrich_2014_Yatsunenko"
"141","1105984",4.34e-12,"NS","Goodrich_2014_Yatsunenko"
"142","1106364",1.44e-12,"NS","Goodrich_2014_Yatsunenko"
"143","1107945",0.042448602,"NS","Goodrich_2014_Yatsunenko"
"144","1108378",2.55e-15,"NS","Goodrich_2014_Yatsunenko"
"145","1109297",0,"NS","Goodrich_2014_Yatsunenko"
"146","1110135",0.114061356,"NS","Goodrich_2014_Yatsunenko"
"147","111028",0.355722514,"NS","Goodrich_2014_Yatsunenko"
"148","1111191",0.303967515,"NS","Goodrich_2014_Yatsunenko"
"149","1112984",0.413894166,"NS","Goodrich_2014_Yatsunenko"
"150","1113289",1.36e-25,"NS","Goodrich_2014_Yatsunenko"
"151","1116679",1.53e-12,"NS","Goodrich_2014_Yatsunenko"
"152","1122673",0.186616821,"NS","Goodrich_2014_Yatsunenko"
"153","112894",0,"NS","Goodrich_2014_Yatsunenko"
"154","1129180",0.129489004,"NS","Goodrich_2014_Yatsunenko"
"155","113003",0.088882752,"NS","Goodrich_2014_TwinsUK"
"156","113003",1.51e-14,"NS","Goodrich_2014_Yatsunenko"
"157","113126",8.93e-14,"NS","Goodrich_2014_Yatsunenko"
"158","1131805",0.229173624,"NS","Goodrich_2014_Yatsunenko"
"159","1133172",0.113331198,"NS","Goodrich_2014_Yatsunenko"
"160","1133471",4.49e-15,"NS","Goodrich_2014_Yatsunenko"
"161","1134151",0,"NS","Goodrich_2014_Yatsunenko"
"162","1135084",8.2e-14,"NS","Goodrich_2014_Yatsunenko"
"163","113761",0.068409809,"NS","Goodrich_2014_Yatsunenko"
"164","113827",0.45006482,"NS","Goodrich_2014_Yatsunenko"
"165","1139897",7.78e-13,"NS","Goodrich_2014_Yatsunenko"
"166","1142029",2.01e-14,"NS","Goodrich_2014_Yatsunenko"
"167","1142687",5.71e-15,"NS","Goodrich_2014_Yatsunenko"
"168","1146771",2.03e-15,"NS","Goodrich_2014_Yatsunenko"
"169","115035",0.040155589,"NS","Goodrich_2014_Yatsunenko"
"170","115049",0.221920777,"NS","Goodrich_2014_Yatsunenko"
"171","125624",0.018121675,"NS","Goodrich_2014_TwinsUK"
"172","125624",0.072975779,"NS","Goodrich_2014_Turnbaugh"
"173","125624",6.12e-14,"NS","Goodrich_2014_Yatsunenko"
"174","12574",7.81e-16,"NS","Goodrich_2014_TwinsUK"
"175","12574",0.494594711,"NS","Goodrich_2014_Yatsunenko"
"176","128205",0.15097441,"NS","Goodrich_2014_Yatsunenko"
"177","128297",0.776451707,"heritable","Goodrich_2014_Yatsunenko"
"178","129692",7.84e-14,"NS","Goodrich_2014_TwinsUK"
"179","130103",4.48e-14,"NS","Goodrich_2014_Yatsunenko"
"180","130289",3.78e-14,"NS","Goodrich_2014_Yatsunenko"
"181","130763",0.43644259,"NS","Goodrich_2014_Yatsunenko"
"182","131559",1.85e-14,"NS","Goodrich_2014_Yatsunenko"
"183","132041",2.15e-15,"NS","Goodrich_2014_Yatsunenko"
"184","132359",0.148336085,"NS","Goodrich_2014_Yatsunenko"
"185","132892",0.248183785,"NS","Goodrich_2014_Yatsunenko"
"186","133206",0.301977827,"heritable","Goodrich_2014_Yatsunenko"
"187","134174",0.32396023,"heritable","Goodrich_2014_Yatsunenko"
"188","136127",8.5e-18,"NS","Goodrich_2014_Yatsunenko"
"189","137004",0.069579094,"NS","Goodrich_2014_Yatsunenko"
"190","137209",0.345717705,"NS","Goodrich_2014_Yatsunenko"
"191","13960",3.81e-13,"NS","Goodrich_2014_Yatsunenko"
"192","13986",0.167415311,"NS","Goodrich_2014_Yatsunenko"
"193","13995",0.156143168,"heritable","Goodrich_2014_Yatsunenko"
"194","142325",0.169267391,"NS","Goodrich_2014_Yatsunenko"
"195","14280",0.399984158,"NS","Goodrich_2014_Yatsunenko"
"196","143423",0.432167419,"NS","Goodrich_2014_Yatsunenko"
"197","145383",0.267348672,"NS","Goodrich_2014_Yatsunenko"
"198","145401",3.31e-14,"NS","Goodrich_2014_Yatsunenko"
"199","145572",0.351200875,"NS","Goodrich_2014_Turnbaugh"
"200","145856",0.308870617,"NS","Goodrich_2014_Yatsunenko"
"201","145883",0.039616172,"NS","Goodrich_2014_Yatsunenko"
"202","146086",0.1445154,"NS","Goodrich_2014_Yatsunenko"
"203","146226",0.439502335,"NS","Goodrich_2014_Yatsunenko"
"204","146554",3.1e-10,"NS","Goodrich_2014_TwinsUK"
"205","146564",0.100326862,"NS","Goodrich_2014_TwinsUK"
"206","146656",0.038059902,"NS","Goodrich_2014_Yatsunenko"
"207","147071",2.17e-13,"NS","Goodrich_2014_Yatsunenko"
"208","147085",1.29e-11,"NS","Goodrich_2014_TwinsUK"
"209","147085",0.080075145,"NS","Goodrich_2014_Yatsunenko"
"210","147100",0.35139443,"NS","Goodrich_2014_Yatsunenko"
"211","147195",1.09e-13,"NS","Goodrich_2014_Yatsunenko"
"212","147484",0.584487361,"heritable","Goodrich_2014_Yatsunenko"
"213","147702",1.66e-13,"NS","Goodrich_2014_TwinsUK"
"214","147969",1.43e-11,"NS","Goodrich_2014_TwinsUK"
"215","148007",0.132278484,"NS","Goodrich_2014_Yatsunenko"
"216","148067",9.77e-15,"NS","Goodrich_2014_Yatsunenko"
"217","148121",0,"NS","Goodrich_2014_Yatsunenko"
"218","148259",4.27e-14,"NS","Goodrich_2014_Yatsunenko"
"219","148279",0.105334601,"NS","Goodrich_2014_TwinsUK"
"220","148279",1.45e-14,"NS","Goodrich_2014_Yatsunenko"
"221","148354",0.582135046,"NS","Goodrich_2014_Yatsunenko"
"222","148365",0.203885151,"NS","Goodrich_2014_Yatsunenko"
"223","148987",0.077745966,"NS","Goodrich_2014_Yatsunenko"
"224","149437",0.232851843,"NS","Goodrich_2014_Yatsunenko"
"225","149699",3.97e-14,"NS","Goodrich_2014_Yatsunenko"
"226","149725",0.228481598,"heritable","Goodrich_2014_Yatsunenko"
"227","150230",5.42e-12,"NS","Goodrich_2014_Yatsunenko"
"228","1503693",0.299039855,"NS","Goodrich_2014_Yatsunenko"
"229","1504042",0.266277468,"NS","Goodrich_2014_TwinsUK"
"230","1504042",0.0394894,"NS","Goodrich_2014_Yatsunenko"
"231","1508541",0.126622421,"NS","Goodrich_2014_TwinsUK"
"232","1517154",0.19022707,"NS","Goodrich_2014_Yatsunenko"
"233","151870",0.189644235,"NS","Goodrich_2014_TwinsUK"
"234","151870",6.21e-17,"NS","Goodrich_2014_Yatsunenko"
"235","1521602",0.128780247,"NS","Goodrich_2014_Yatsunenko"
"236","152450",0.248391054,"NS","Goodrich_2014_Yatsunenko"
"237","15357",0.504708886,"NS","Goodrich_2014_Yatsunenko"
"238","1546671",0.146885595,"NS","Goodrich_2014_Yatsunenko"
"239","1551174",0,"NS","Goodrich_2014_Turnbaugh"
"240","15728",2.43e-12,"NS","Goodrich_2014_TwinsUK"
"241","15728",3.7e-13,"NS","Goodrich_2014_Yatsunenko"
"242","157327",6.85e-12,"NS","Goodrich_2014_TwinsUK"
"243","157338",0.051201483,"NS","Goodrich_2014_TwinsUK"
"244","157338",0.126767232,"NS","Goodrich_2014_Yatsunenko"
"245","157453",0.114404734,"NS","Goodrich_2014_TwinsUK"
"246","157453",9.38e-17,"NS","Goodrich_2014_Yatsunenko"
"247","157516",0.427360215,"heritable","Goodrich_2014_Yatsunenko"
"248","157748",1.21e-16,"NS","Goodrich_2014_Yatsunenko"
"249","157772",0.505787377,"heritable","Goodrich_2014_Yatsunenko"
"250","157840",4.7e-17,"NS","Goodrich_2014_Yatsunenko"
"251","157966",0.171935522,"heritable","Goodrich_2014_Yatsunenko"
"252","1579962",6.49e-16,"NS","Goodrich_2014_Yatsunenko"
"253","158183",0.203615543,"NS","Goodrich_2014_Yatsunenko"
"254","158297",0.40633649,"NS","Goodrich_2014_Yatsunenko"
"255","158393",6.05e-12,"NS","Goodrich_2014_Yatsunenko"
"256","158563",0.035701448,"heritable","Goodrich_2014_Yatsunenko"
"257","158581",0.23276291,"NS","Goodrich_2014_Yatsunenko"
"258","158625",1.84e-14,"NS","Goodrich_2014_Yatsunenko"
"259","158649",0.436780358,"NS","Goodrich_2014_Yatsunenko"
"260","158711",0.181594912,"NS","Goodrich_2014_Yatsunenko"
"261","1599042",0.461589408,"NS","Goodrich_2014_Yatsunenko"
"262","1602805",0.207642506,"NS","Goodrich_2014_TwinsUK"
"263","1602805",0.210006804,"NS","Goodrich_2014_Yatsunenko"
"264","16036",1.88e-16,"NS","Goodrich_2014_Yatsunenko"
"265","16054",2.51e-13,"NS","Goodrich_2014_TwinsUK"
"266","161001",0.163846725,"NS","Goodrich_2014_Yatsunenko"
"267","161007",1.55e-13,"NS","Goodrich_2014_Yatsunenko"
"268","161423",0.030026936,"NS","Goodrich_2014_TwinsUK"
"269","161423",0.024019949,"NS","Goodrich_2014_Yatsunenko"
"270","1614788",0.182043965,"NS","Goodrich_2014_TwinsUK"
"271","1614788",1.33e-14,"NS","Goodrich_2014_Yatsunenko"
"272","161579",0.248038918,"NS","Goodrich_2014_Yatsunenko"
"273","161899",0.141090247,"NS","Goodrich_2014_Yatsunenko"
"274","162162",0,"NS","Goodrich_2014_Yatsunenko"
"275","1624382",0.215113003,"NS","Goodrich_2014_Yatsunenko"
"276","162491",0.267456404,"NS","Goodrich_2014_Yatsunenko"
"277","162623",0.032532394,"NS","Goodrich_2014_TwinsUK"
"278","163142",1.21e-43,"NS","Goodrich_2014_Yatsunenko"
"279","163243",1.61e-13,"NS","Goodrich_2014_TwinsUK"
"280","163243",0.35187139,"NS","Goodrich_2014_Yatsunenko"
"281","16340",0.585694536,"heritable","Goodrich_2014_Yatsunenko"
"282","163430",4.66e-16,"NS","Goodrich_2014_Yatsunenko"
"283","163494",0.116468523,"NS","Goodrich_2014_TwinsUK"
"284","163494",1.12e-08,"NS","Goodrich_2014_Yatsunenko"
"285","1646171",0.07241539,"NS","Goodrich_2014_TwinsUK"
"286","164906",2.37e-14,"NS","Goodrich_2014_Yatsunenko"
"287","165118",3.48e-13,"NS","Goodrich_2014_Yatsunenko"
"288","16512",2.43e-13,"NS","Goodrich_2014_Yatsunenko"
"289","1657484",8.03e-13,"NS","Goodrich_2014_Yatsunenko"
"290","1657491",3.47e-16,"NS","Goodrich_2014_Yatsunenko"
"291","166689",0.239290115,"NS","Goodrich_2014_Yatsunenko"
"292","1667433",1.6e-13,"NS","Goodrich_2014_TwinsUK"
"293","1667433",0.089861748,"NS","Goodrich_2014_Yatsunenko"
"294","166848",0.142253559,"NS","Goodrich_2014_Yatsunenko"
"295","166869",0.1775907,"NS","Goodrich_2014_Yatsunenko"
"296","167166",6.39e-15,"NS","Goodrich_2014_Yatsunenko"
"297","167187",8.28e-26,"NS","Goodrich_2014_Yatsunenko"
"298","167270",0.144743741,"NS","Goodrich_2014_Yatsunenko"
"299","167373",0.062422932,"NS","Goodrich_2014_TwinsUK"
"300","167373",0.160121189,"NS","Goodrich_2014_Yatsunenko"
"301","167502",0.172847298,"NS","Goodrich_2014_Yatsunenko"
"302","167509",0.278942711,"NS","Goodrich_2014_Yatsunenko"
"303","167910",3.73e-43,"NS","Goodrich_2014_Yatsunenko"
"304","1679707",1.18e-12,"NS","Goodrich_2014_Yatsunenko"
"305","168071",0.070328242,"NS","Goodrich_2014_TwinsUK"
"306","168071",0.491592478,"NS","Goodrich_2014_Yatsunenko"
"307","168289",0.338027969,"NS","Goodrich_2014_Yatsunenko"
"308","169364",0.08411717,"NS","Goodrich_2014_Yatsunenko"
"309","169584",0.06288385,"NS","Goodrich_2014_Yatsunenko"
"310","1696853",0.449686786,"NS","Goodrich_2014_Yatsunenko"
"311","169845",0.145158023,"NS","Goodrich_2014_Yatsunenko"
"312","1713225",1.72e-13,"NS","Goodrich_2014_Yatsunenko"
"313","171399",0.309144686,"heritable","Goodrich_2014_Yatsunenko"
"314","171532",0.513536943,"NS","Goodrich_2014_Yatsunenko"
"315","171718",1.9e-14,"NS","Goodrich_2014_Yatsunenko"
"316","171772",0.303944868,"NS","Goodrich_2014_Yatsunenko"
"317","1721299",0.084915804,"NS","Goodrich_2014_Yatsunenko"
"318","172233",6.92e-15,"NS","Goodrich_2014_Yatsunenko"
"319","172705",0.029835917,"NS","Goodrich_2014_Yatsunenko"
"320","172777",0.040166013,"NS","Goodrich_2014_TwinsUK"
"321","172857",3.57e-17,"NS","Goodrich_2014_Yatsunenko"
"322","173103",0.09327811,"NS","Goodrich_2014_Yatsunenko"
"323","173135",0.215878162,"NS","Goodrich_2014_Yatsunenko"
"324","1733364",0.115943953,"NS","Goodrich_2014_Yatsunenko"
"325","173565",1.5e-25,"NS","Goodrich_2014_Yatsunenko"
"326","173792",1.15e-13,"NS","Goodrich_2014_Yatsunenko"
"327","173863",0.107022603,"NS","Goodrich_2014_TwinsUK"
"328","173863",2.42e-14,"NS","Goodrich_2014_Yatsunenko"
"329","173876",6.39e-12,"NS","Goodrich_2014_TwinsUK"
"330","173876",0.176281342,"NS","Goodrich_2014_Yatsunenko"
"331","173883",0,"NS","Goodrich_2014_Turnbaugh"
"332","173917",0.048306385,"NS","Goodrich_2014_Yatsunenko"
"333","173920",5.04e-15,"NS","Goodrich_2014_Yatsunenko"
"334","173927",0.048092261,"NS","Goodrich_2014_TwinsUK"
"335","173942",8.7e-14,"NS","Goodrich_2014_Turnbaugh"
"336","173945",1.77e-37,"NS","Goodrich_2014_Yatsunenko"
"337","173965",7.23e-14,"NS","Goodrich_2014_TwinsUK"
"338","173965",0.143345478,"NS","Goodrich_2014_Yatsunenko"
"339","173987",5.93e-12,"NS","Goodrich_2014_Turnbaugh"
"340","173996",0.079014932,"NS","Goodrich_2014_TwinsUK"
"341","174008",0.193027478,"NS","Goodrich_2014_Yatsunenko"
"342","174010",0.055092792,"NS","Goodrich_2014_TwinsUK"
"343","174019",0.217918403,"NS","Goodrich_2014_TwinsUK"
"344","1740283",0.045951068,"NS","Goodrich_2014_TwinsUK"
"345","174036",2.75e-13,"NS","Goodrich_2014_Yatsunenko"
"346","174038",2.21e-14,"NS","Goodrich_2014_Yatsunenko"
"347","174045",2.46e-16,"NS","Goodrich_2014_Yatsunenko"
"348","174078",0.010123023,"NS","Goodrich_2014_Turnbaugh"
"349","174143",0.024729592,"NS","Goodrich_2014_Yatsunenko"
"350","174153",1.13e-12,"NS","Goodrich_2014_Yatsunenko"
"351","174174",0.251441957,"NS","Goodrich_2014_Yatsunenko"
"352","174288",0.031713915,"NS","Goodrich_2014_TwinsUK"
"353","174288",5.77e-12,"NS","Goodrich_2014_Yatsunenko"
"354","174300",2.51e-14,"NS","Goodrich_2014_Yatsunenko"
"355","174301",1.44e-12,"NS","Goodrich_2014_Turnbaugh"
"356","1743216",2.18e-14,"NS","Goodrich_2014_Yatsunenko"
"357","174383",0.530091353,"heritable","Goodrich_2014_Yatsunenko"
"358","174439",0.018920647,"NS","Goodrich_2014_TwinsUK"
"359","174443",2.1e-13,"NS","Goodrich_2014_Yatsunenko"
"360","174473",7.82e-15,"NS","Goodrich_2014_Yatsunenko"
"361","174489",0.217796715,"heritable","Goodrich_2014_Turnbaugh"
"362","174489",0.047149857,"NS","Goodrich_2014_Yatsunenko"
"363","174493",0.161855617,"NS","Goodrich_2014_Turnbaugh"
"364","174497",1.48e-13,"NS","Goodrich_2014_Yatsunenko"
"365","174519",0.170874016,"NS","Goodrich_2014_Yatsunenko"
"366","174589",0.082629475,"NS","Goodrich_2014_Turnbaugh"
"367","174589",3.13e-17,"NS","Goodrich_2014_Yatsunenko"
"368","174611",0.245613078,"NS","Goodrich_2014_TwinsUK"
"369","174614",5.03e-15,"NS","Goodrich_2014_Yatsunenko"
"370","174625",2.22e-13,"NS","Goodrich_2014_TwinsUK"
"371","174646",7.52e-11,"NS","Goodrich_2014_Yatsunenko"
"372","174695",0.116921122,"NS","Goodrich_2014_TwinsUK"
"373","174695",0.299699409,"NS","Goodrich_2014_Yatsunenko"
"374","174712",2.85e-15,"NS","Goodrich_2014_Yatsunenko"
"375","174740",0,"NS","Goodrich_2014_Yatsunenko"
"376","174747",2.54e-15,"NS","Goodrich_2014_Yatsunenko"
"377","174749",6.08e-17,"NS","Goodrich_2014_Turnbaugh"
"378","174752",0.134219779,"NS","Goodrich_2014_TwinsUK"
"379","174763",0.189424025,"NS","Goodrich_2014_Turnbaugh"
"380","174792",0.006648502,"NS","Goodrich_2014_TwinsUK"
"381","174817",0.250523065,"NS","Goodrich_2014_Yatsunenko"
"382","174818",0.228230846,"heritable","Goodrich_2014_TwinsUK"
"383","174818",0.298329198,"NS","Goodrich_2014_Yatsunenko"
"384","174840",0.169678873,"NS","Goodrich_2014_TwinsUK"
"385","174840",0.357858263,"NS","Goodrich_2014_Yatsunenko"
"386","174862",0.052535686,"NS","Goodrich_2014_TwinsUK"
"387","174862",0.160291647,"NS","Goodrich_2014_Turnbaugh"
"388","174862",1.42e-12,"NS","Goodrich_2014_Yatsunenko"
"389","174882",0.035992982,"NS","Goodrich_2014_Turnbaugh"
"390","174911",0.169603163,"NS","Goodrich_2014_TwinsUK"
"391","174911",0.55135845,"NS","Goodrich_2014_Yatsunenko"
"392","174924",1.82e-12,"NS","Goodrich_2014_Yatsunenko"
"393","174943",0.001010098,"NS","Goodrich_2014_Turnbaugh"
"394","174943",1.56e-13,"NS","Goodrich_2014_Yatsunenko"
"395","174974",1.08e-14,"NS","Goodrich_2014_Yatsunenko"
"396","1749791",7.15e-17,"NS","Goodrich_2014_Yatsunenko"
"397","174998",0.172385275,"NS","Goodrich_2014_Yatsunenko"
"398","1751298",0.137746385,"NS","Goodrich_2014_TwinsUK"
"399","175145",0.176472295,"NS","Goodrich_2014_Yatsunenko"
"400","175148",0.080889128,"heritable","Goodrich_2014_TwinsUK"
"401","175148",0.292471317,"NS","Goodrich_2014_Yatsunenko"
"402","175168",0.081295996,"NS","Goodrich_2014_Yatsunenko"
"403","175184",0.056413097,"NS","Goodrich_2014_TwinsUK"
"404","175261",0.095763722,"NS","Goodrich_2014_TwinsUK"
"405","175281",8.23e-13,"NS","Goodrich_2014_Yatsunenko"
"406","175323",0.263655298,"NS","Goodrich_2014_Yatsunenko"
"407","175336",0.205614902,"NS","Goodrich_2014_Yatsunenko"
"408","175367",0.403895112,"NS","Goodrich_2014_Yatsunenko"
"409","175375",2.45e-10,"NS","Goodrich_2014_Yatsunenko"
"410","175389",6.91e-11,"NS","Goodrich_2014_Yatsunenko"
"411","175438",1.64e-26,"NS","Goodrich_2014_Yatsunenko"
"412","175474",0.161983768,"NS","Goodrich_2014_Yatsunenko"
"413","175485",2.98e-11,"NS","Goodrich_2014_TwinsUK"
"414","175508",0.390445883,"NS","Goodrich_2014_Yatsunenko"
"415","175509",0.0103423,"NS","Goodrich_2014_TwinsUK"
"416","175520",0.020660044,"NS","Goodrich_2014_TwinsUK"
"417","175535",1.87e-15,"NS","Goodrich_2014_TwinsUK"
"418","175535",0.225756387,"NS","Goodrich_2014_Yatsunenko"
"419","175559",0.044525157,"NS","Goodrich_2014_TwinsUK"
"420","175560",0,"NS","Goodrich_2014_Yatsunenko"
"421","175585",2.4e-14,"NS","Goodrich_2014_Turnbaugh"
"422","175612",0.158326432,"NS","Goodrich_2014_Yatsunenko"
"423","175619",0.230964598,"NS","Goodrich_2014_Yatsunenko"
"424","175630",0.579285697,"NS","Goodrich_2014_Yatsunenko"
"425","175642",0,"NS","Goodrich_2014_TwinsUK"
"426","175698",0.35195268,"NS","Goodrich_2014_Yatsunenko"
"427","175704",0.009314931,"NS","Goodrich_2014_TwinsUK"
"428","175704",0,"NS","Goodrich_2014_Turnbaugh"
"429","175704",2.23e-14,"NS","Goodrich_2014_Yatsunenko"
"430","175708",0.231827632,"heritable","Goodrich_2014_Turnbaugh"
"431","175717",0.444925815,"NS","Goodrich_2014_Yatsunenko"
"432","175729",2.63e-13,"NS","Goodrich_2014_TwinsUK"
"433","175751",7.48e-14,"NS","Goodrich_2014_Turnbaugh"
"434","175753",1.18e-13,"NS","Goodrich_2014_Yatsunenko"
"435","175761",0.156341873,"NS","Goodrich_2014_TwinsUK"
"436","175761",1.76e-16,"NS","Goodrich_2014_Yatsunenko"
"437","175828",3.12e-13,"NS","Goodrich_2014_Yatsunenko"
"438","175836",0.111537206,"NS","Goodrich_2014_TwinsUK"
"439","175836",0.145276761,"NS","Goodrich_2014_Yatsunenko"
"440","175844",6.95e-14,"NS","Goodrich_2014_Yatsunenko"
"441","175909",0.296448783,"NS","Goodrich_2014_Yatsunenko"
"442","175932",3.05e-14,"NS","Goodrich_2014_Yatsunenko"
"443","175960",3.27e-14,"NS","Goodrich_2014_Yatsunenko"
"444","175978",0.182441365,"NS","Goodrich_2014_Yatsunenko"
"445","176039",9.3e-13,"NS","Goodrich_2014_Yatsunenko"
"446","176062",0.271705854,"heritable","Goodrich_2014_TwinsUK"
"447","176062",0.410954354,"NS","Goodrich_2014_Yatsunenko"
"448","176077",1.26e-15,"NS","Goodrich_2014_Yatsunenko"
"449","176080",6.46e-14,"NS","Goodrich_2014_Yatsunenko"
"450","176104",0.162176526,"NS","Goodrich_2014_TwinsUK"
"451","176104",0.188567621,"NS","Goodrich_2014_Yatsunenko"
"452","176113",0.172884648,"NS","Goodrich_2014_TwinsUK"
"453","176113",0.212792805,"NS","Goodrich_2014_Yatsunenko"
"454","176115",3.19e-13,"NS","Goodrich_2014_Turnbaugh"
"455","176115",0.355964848,"heritable","Goodrich_2014_Yatsunenko"
"456","176123",0.389344313,"NS","Goodrich_2014_Turnbaugh"
"457","176171",0.162888704,"heritable","Goodrich_2014_Turnbaugh"
"458","176173",0.065351808,"NS","Goodrich_2014_Yatsunenko"
"459","176269",0.131498907,"NS","Goodrich_2014_TwinsUK"
"460","176297",0.398967707,"NS","Goodrich_2014_Yatsunenko"
"461","176300",0.166357698,"NS","Goodrich_2014_TwinsUK"
"462","176300",5.42e-14,"NS","Goodrich_2014_Yatsunenko"
"463","176306",0.004444037,"NS","Goodrich_2014_TwinsUK"
